course_code,course_title_2025,course_teacher,link,fas_code,unique_code,course_id,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev,sentiment_score_mean,sentiment_score_median,sentiment_score_mode,sentiment_score_stdev,gem_probability_mean,gem_probability_median,gem_probability_mode,gem_probability_stdev,best_comment,max_sent_score,worse_comment,min_sent_score,best_gem_comment,max_gem_probability,course_title_2026,subject_catalog,instructors,year_term,term_type,start_date,end_date,start_time,end_time,weekdays,class_number,consent,enrolled,waitlist,lecture_sunday,lecture_monday,lecture_tuesday,lecture_wednesday,lecture_thursday,lecture_friday,lecture_saturday,description,notes,school,units,cross_registration,department,course_component,instruction_mode,grading_basis,course_requirements,general_education,quantitative_reasoning,divisional_distribution
SWAHILI 101BR,Reading in Swahili II 001,Mugane,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d99eef87a098e2237a6c15c06ad5c13394c02fe5f743db2fe8693720b7db7d7f863b38a82df2061a191d834dec0ef1f9&ReportType=2&regl=en-US,FAS-119821-2252-1-1-001,FAS-119821-2252-1-1-001(Mugane),119821,6,9,4.83,5.0,5.0,0.3775251680686369,0.0,0.0,0.0,-1.0,6.67,5.0,5.0,4.93,5.0,5.0,5.0,0.0,0.8753,0.8753,0.8753,-1.0,0.0,0.0,0.0,-1.0,"As a non–native Swahili speaker, I was nervous about taking this class at first and about whether my foundational knowledge from the beginner and intermediate classes would be enough, but I greatly enjoyed it and learned so much! I highly recommend!",0.8753,,0.0,,0.0,Reading in Swahili II,SWAHILI  101BR,John Mugane,2026 Spring,Full Term,,,,,,10564,Department,,0.0,False,False,False,False,False,False,False,Advanced reading in Swahili II.,"Languages in the tutorial program are offered when there is demonstrated curricular or academic need on the part of the student, and when suitable instruction can be arranged.  Please contact the department to learn more.",Faculty of Arts & Sciences,,,African & African Amer Studies,Seminar,,FAS Letter Graded,,,,Arts and Humanities
ANTHRO 97Z,Sophomore Tutorial in Social Anthropology 001,Reddy,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6b5b07199387283d4372aa96045e754c21bad15d328b72da751d7f4f09d87a2e661a942cacfdcf69da737de41f30313f&ReportType=2&regl=en-US,FAS-143028-2252-1-1-001,FAS-143028-2252-1-1-001(Reddy),143028,8,11,4.5,5.0,5.0,1.0160104466602558,4.63,5.0,5.0,0.7066865929066855,7.71,7.0,5.0,3.55,4.71,5.0,5.0,0.76,0.4331,0.5351,0.2263,0.5962231573272991,0.0,0.0,0.0,0.0,Mala and Myriam were great instructor and teaching fellow! Both are very kind and willing to explain concepts and ideas and elaborate when needed. The class allowed for great discussion and in–depth understanding since the lectures reviewed everything that is read and group work helps reveal areas of confusion. I loved the module assignments that allowed for creative expression and a break from more common rigid assignments like papers. Pushing you to think outside the box about something relevant to class topics with a partner was a fun challenge.,0.9769,"Take the module projects seriously, they do require a decent amount of theory and elaboration! You get as much as you give from this course!",-0.3147,,0.0,Sophomore Tutorial in Social Anthropology,ANTHRO   97Z,Malavika Reddy,2026 Spring,Full Term,,,,,,10395,Instructor,,,False,False,True,False,True,False,False,"This course is designed to introduce undergraduate students to social/cultural theory in light of anthropological methods, arguments, concerns, and writing. As a discipline, anthropology is rooted in conveying and theorizing the particularities of lived social realities—which are often messy, complex, and unruly. On the other hand, social theory tends to provide a more abstract, though still empirically grounded, analytical framework, concepts, and theories about the nature of social life, the body, power, the economy, etc. While this class will introduce students to bodies of theory that have been particularly influential in anthropology, this course does not offer a general survey of social theory. The course seeks primarily to train students to learn how to read and write about theory in light of anthropological concerns, writing, and ethnography that you will come across in your concentration.",,Faculty of Arts & Sciences,,,Anthropology,Tutorial,,FAS Letter Graded,,,,Social Sciences
ANTHRO 98B,Junior Tutorial for Thesis Writers in Anthropology 001,Khaira,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=beb0d277b009f6d9ade913f146dfe03b3bbfbe2af1fb4c19fabf516154edc569e13c1aa61be39387a4466324ae80c27c&ReportType=2&regl=en-US,FAS-205522-2252-1-1-001,FAS-205522-2252-1-1-001(Khaira),205522,12,13,4.18,5.0,5.0,1.1950656125007606,4.78,5.0,5.0,0.4163331998932265,5.64,5.0,5.0,2.84,4.75,5.0,5.0,0.46,0.5329166666666667,0.7195,0.0186,0.4142171769333892,0.0,0.0,0.0,0.0,"I had an AMAZING TF, and I was lucky. Regardless of your TF, this class it truly what you make of it. If you're doing multiple readings a week and using assignments well, you'll be prepared for your prospectus. I would use the 4 assignments to scaffold to your prospectus (ex. #1 for me was a roundup of my sources from the first chunk of the semester, #3 was a draft of the prospectus lit review). Damina, Andrew, and Alex are key supports –– use them. And go to Andrew's workshops!",0.9435,,0.0,,0.0,Junior Tutorial for Thesis Writers in Anthropology,ANTHRO   98B,Damina Khaira,2026 Spring,Full Term,,,,,,11616,Instructor,,,False,False,False,False,False,False,False,"This individual tutorial is for anthropology students intending to write a senior thesis, and is normally undertaken with an advanced graduate student during the second term of junior year. Students will have weekly meetings with the project advisor for the purposes of developing the appropriate background research on theoretical, thematic, regional, and methodological literature relevant to their thesis topic, and fully refining their summer research proposal. The tutorial's final paper will be comprised of a research proposal representing the research undertaken during the semester.",,Faculty of Arts & Sciences,,,Anthropology,Tutorial,,FAS Letter Graded,,,,Social Sciences
ANTHRO 99B,Thesis Tutorial in Anthropology - Senior Year 001,Khaira,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=bf7aa3184f2debbbe087d3de9335b389bd9c7b45b7c7d11615ac97e515fc57c37d64ad59d3af21d74ac1e3936d36591b&ReportType=2&regl=en-US,FAS-205185-2252-1-1-001,FAS-205185-2252-1-1-001(Khaira),205185,5,6,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,11.0,11.0,12.0,1.41,5.0,5.0,5.0,0.0,0.8519,0.8519,0.8519,-1.0,0.0,0.0,0.0,-1.0,"If you are writing a thesis, I definitely recommend this course. The instructors are helpful and want you to succeed. Every assignment also works towards the goal of completing your thesis. There is no unnecessary busy work.",0.8519,,0.0,,0.0,Thesis Tutorial in Anthropology - Senior Year,ANTHRO   99B,Damina Khaira,2026 Spring,Full Term,,,,,,11717,Instructor,,,False,False,False,False,False,False,False,"This is a full year research and writing seminar limited to senior honors candidates. The course is intended to provide students with practical guidance and advice during the thesis writing process through structured assignments and peer feedback on work-in-progress. It is intended to supplement not replace faculty thesis advising (with the requirement of consulting regularly with the advisor built into the assignments) and, most importantly, allow students to share their work and experiences with other thesis writers in a collegial and supportive environment. The seminar will be run jointly by the Department of Anthropology Assistant Director of Undergraduate Studies and the Writing Tutor. Part two of a two-part series.",,Faculty of Arts & Sciences,,,Anthropology,Tutorial,,FAS Satisfactory/Unsatisfactory,Prerequisite Anthro 99A,,,Social Sciences
APCOMP 209B,Data Science 2: Advanced Topics in Data Science 001,Gumb,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0bd3be7e7943c569eaeaf3399d336f5b9dba81069b8d1665ba52add0cf5f5dd0d64c5476ddc9c8cf184c9923c59b47db&ReportType=2&regl=en-US,FAS-203547-2252-1-1-001,FAS-203547-2252-1-1-001(Gumb),203547,178,277,4.29,5.0,5.0,0.8819171036881969,4.65,5.0,5.0,0.6723244767373876,11.41,10.0,10.0,4.4,4.29,5.0,5.0,0.9,0.6179676923076923,0.7296,0.0,0.3807816972638704,0.0,0.0,0.0,0.0,"209b is really fantastic, and the topics we discuss feel very relevant and current. I had mixed feelings about 209a, but I really enjoyed 209b. I'd say that while the general workload of the homework is roughly the same in 209b as in 209a, I found the homework in 209b to be more interesting and enjoyable to complete. I believe that 209a and 209b truly built the foundation for the SM in Data Science program, and I'm glad I took both. Pavlos, Chris, and Nitesh are all fantastic instructors, and I am grateful that I had the opportunity to learn from them.",0.9902,You can learn a lot from the class but the experience is not easy.,-0.4782,,0.0,Data Science 2: Advanced Topics in Data Science,APCOMP  209B,"Pavlos Protopapas, Kevin A. Rader",2026 Spring,Full Term,,,,,,12036,No Consent,,,False,True,False,True,False,False,False,"Data Science 2 is the second half of a one-year introduction to data science. Building upon the material in Data Science 1, the course introduces advanced methods for statistical modeling, representation, and prediction. Topics include multiple deep learning architectures such as CNNs, RNNs, transformers, language models, autoencoders, and generative models as well as basic Bayesian methods, and unsupervised learning. Students are strongly encouraged to enroll in both the fall and spring course within the same academic year. Part two of a two-part series.","Can only be taken after successful completion of CS 1090a, CS 109a, AC 209a, Stat 109a, or Stat 121a, or equivalent.",Faculty of Arts & Sciences,,,Applied Computation,Lecture,,FAS Letter Graded,"Requisite: (Must take CS 1090A OR APCOMP 209A OR STAT 109A OR STAT 121A before taking APCOMP 209B) AND (Not to be taken in addition to CS 1090B OR STAT 109B, OR STAT 121 OR STAT 121B)",,Yes,Science & Engineering & Applied Science
APCOMP 209B,Data Science 2: Advanced Topics in Data Science 001,Protopapas,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8c27207ebdc3e2db9b305389f4cb0cf7aa844b2d4e221a5c0c0e245ed84fd7ce16d05dc4c0759935be2490d8c80e7ec7&ReportType=2&regl=en-US,FAS-203547-2252-1-1-001,FAS-203547-2252-1-1-001(Protopapas),203547,178,277,4.29,5.0,5.0,0.8819171036881969,4.72,5.0,5.0,0.717531522059146,11.41,10.0,10.0,4.4,4.29,5.0,5.0,0.9,0.6179676923076923,0.7296,0.0,0.3807816972638704,0.0,0.0,0.0,0.0,"209b is really fantastic, and the topics we discuss feel very relevant and current. I had mixed feelings about 209a, but I really enjoyed 209b. I'd say that while the general workload of the homework is roughly the same in 209b as in 209a, I found the homework in 209b to be more interesting and enjoyable to complete. I believe that 209a and 209b truly built the foundation for the SM in Data Science program, and I'm glad I took both. Pavlos, Chris, and Nitesh are all fantastic instructors, and I am grateful that I had the opportunity to learn from them.",0.9902,You can learn a lot from the class but the experience is not easy.,-0.4782,,0.0,Data Science 2: Advanced Topics in Data Science,APCOMP  209B,"Pavlos Protopapas, Kevin A. Rader",2026 Spring,Full Term,,,,,,12036,No Consent,,,False,True,False,True,False,False,False,"Data Science 2 is the second half of a one-year introduction to data science. Building upon the material in Data Science 1, the course introduces advanced methods for statistical modeling, representation, and prediction. Topics include multiple deep learning architectures such as CNNs, RNNs, transformers, language models, autoencoders, and generative models as well as basic Bayesian methods, and unsupervised learning. Students are strongly encouraged to enroll in both the fall and spring course within the same academic year. Part two of a two-part series.","Can only be taken after successful completion of CS 1090a, CS 109a, AC 209a, Stat 109a, or Stat 121a, or equivalent.",Faculty of Arts & Sciences,,,Applied Computation,Lecture,,FAS Letter Graded,"Requisite: (Must take CS 1090A OR APCOMP 209A OR STAT 109A OR STAT 121A before taking APCOMP 209B) AND (Not to be taken in addition to CS 1090B OR STAT 109B, OR STAT 121 OR STAT 121B)",,Yes,Science & Engineering & Applied Science
APCOMP 209B,Data Science 2: Advanced Topics in Data Science 001,Sivasubramonia Pillai,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ca29cda328cdc17a9936418a5d4eb22c512267e94a4f0983e8f8e0daa25d5c491f4db0558911fee424f998078d1413d8&ReportType=2&regl=en-US,FAS-203547-2252-1-1-001,FAS-203547-2252-1-1-001(Sivasubramonia Pillai),203547,178,277,4.29,5.0,5.0,0.8819171036881969,3.37,4.0,5.0,1.398018399572965,11.41,10.0,10.0,4.4,4.29,5.0,5.0,0.9,0.6179676923076923,0.7296,0.0,0.3807816972638704,0.0,0.0,0.0,0.0,"209b is really fantastic, and the topics we discuss feel very relevant and current. I had mixed feelings about 209a, but I really enjoyed 209b. I'd say that while the general workload of the homework is roughly the same in 209b as in 209a, I found the homework in 209b to be more interesting and enjoyable to complete. I believe that 209a and 209b truly built the foundation for the SM in Data Science program, and I'm glad I took both. Pavlos, Chris, and Nitesh are all fantastic instructors, and I am grateful that I had the opportunity to learn from them.",0.9902,You can learn a lot from the class but the experience is not easy.,-0.4782,,0.0,Data Science 2: Advanced Topics in Data Science,APCOMP  209B,"Pavlos Protopapas, Kevin A. Rader",2026 Spring,Full Term,,,,,,12036,No Consent,,,False,True,False,True,False,False,False,"Data Science 2 is the second half of a one-year introduction to data science. Building upon the material in Data Science 1, the course introduces advanced methods for statistical modeling, representation, and prediction. Topics include multiple deep learning architectures such as CNNs, RNNs, transformers, language models, autoencoders, and generative models as well as basic Bayesian methods, and unsupervised learning. Students are strongly encouraged to enroll in both the fall and spring course within the same academic year. Part two of a two-part series.","Can only be taken after successful completion of CS 1090a, CS 109a, AC 209a, Stat 109a, or Stat 121a, or equivalent.",Faculty of Arts & Sciences,,,Applied Computation,Lecture,,FAS Letter Graded,"Requisite: (Must take CS 1090A OR APCOMP 209A OR STAT 109A OR STAT 121A before taking APCOMP 209B) AND (Not to be taken in addition to CS 1090B OR STAT 109B, OR STAT 121 OR STAT 121B)",,Yes,Science & Engineering & Applied Science
APCOMP 221,Critical Thinking in Data Science 001,Garfinkel,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7f7397e84289f420b6891f626027b494a91a061cf09d2179162e2c157c4a44607549af532f21387523184db15bb7f88b&ReportType=2&regl=en-US,FAS-207093-2252-1-1-001,FAS-207093-2252-1-1-001(Garfinkel),207093,41,85,4.06,4.0,4.0,0.9782999065065412,4.0,4.0,5.0,1.0925998716313146,4.3,3.0,2.0,3.13,4.03,4.0,4.0,0.94,0.71948,0.8006500000000001,0.7263,0.2915895204640325,0.0,0.0,0.0,0.0,"*** Great class. Professor Smith and Garfinkel genuinely care for you to succeed as data scientists. You will write about 2 small papers (2 pages and then 5 pages if I recall correctly) at the beginning and the end of the course and a poster at the end of the year, in which you essentially predict the future of data science based on recent events in the news submitted by peers throughout the semester (one of the papers also shares this prompt).  You will make comments on readings before class, but these are quite manageable and do not take up much of your time. I did most of these a few hours before class and did fine.As for the majority of your assignments, the class is half split between individual and group work. The individual work is mostly writing participation reports, in which you write 2 page explanations on 3 ways you participated in class. These can be as simple as answering the professor’s questions or making comment threads on the reading assignments. Some miscellaneous tasks include getting a certification in ethics of human research, discussing ethics sections in technical papers, and creating a comic strip (these can be AI generated, if that gives you an indicator of the difficulty of the class).The rest of the work is group work. I’d assume this class’s course content changes from year from year to reflect the changing landscape of the field of data science, but this should serve as a good survey of what you might expect. We worked on implementing and showcasing differential privacy via Python (very surface level, so don’t worry if you’re not good with stats or math), image recognition projects, and a deepfake project.All of the Python needed for these assignments can probably be done with CS32 experience. CS109a experience is a definitely enough. CS50 + some individual Python experience works as well.The only issue I have for this class is that sometimes the rubrics/instructions can be vague.  At times, instructions for what was or wasn’t allowed during group work projects were unclear, but this was such a minor setback that was quickly resolved by just asking the professors that it was essentially insignificant.You will pass this class. And in fact, I’d be surprised if anyone got lower than a B–. Most people probably ended up with A or A–. If you put in just a tiny bit of work, you will do just fine. Again, these professors are awesome at what they do and I am so grateful to have taken a class like this as an undergrad. One of the best classes I’ve taken at Harvard.",0.988,,0.0,,0.0,Critical Thinking in Data Science,APCOMP  221,Finale Doshi-Velez,2026 Spring,Full Term,,,,,,12037,No Consent,,,False,True,False,True,False,False,False,"This course examines the wide-ranging impact data science has on the world and how to think critically about issues of fairness, privacy, ethics, and bias while building algorithms and predictive models that get deployed in the form of products, policy and scientific research. Topics will include algorithmic accountability and discriminatory algorithms, black box algorithms, data privacy and security, ethical frameworks; and experimental and product design. We will work through case studies in a variety of contexts including media, tech and sharing economy platforms; medicine and public health; data science for social good, and politics. We will look at the underlying machine learning algorithms, statistical models, code and data. Threads of history, philosophy, business models and strategy; and regulatory and policy issues will be woven throughout the course.","This does not count as a technical or disciplinary course for SEAS PhD students, nor for SEAS masters-degree students outside of CSE and Data Science.",Faculty of Arts & Sciences,,,Applied Computation,Lecture,,FAS Letter Graded,,,,Science & Engineering & Applied Science
APCOMP 221,Critical Thinking in Data Science 001,Papon,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b876b5b62f76833b6dacb306838a368f7a99ced4b11675341d93e706bb80cce32e80d1b047f6a71e978115e7bf7a0dc3&ReportType=2&regl=en-US,FAS-207093-2252-1-1-001,FAS-207093-2252-1-1-001(Papon),207093,41,85,4.06,4.0,4.0,0.9782999065065412,4.0,4.0,3.0,1.005037815259212,4.3,3.0,2.0,3.13,4.03,4.0,4.0,0.94,0.71948,0.8006500000000001,0.988,0.2915895204640325,0.0,0.0,0.0,0.0,"*** Great class. Professor Smith and Garfinkel genuinely care for you to succeed as data scientists. You will write about 2 small papers (2 pages and then 5 pages if I recall correctly) at the beginning and the end of the course and a poster at the end of the year, in which you essentially predict the future of data science based on recent events in the news submitted by peers throughout the semester (one of the papers also shares this prompt).  You will make comments on readings before class, but these are quite manageable and do not take up much of your time. I did most of these a few hours before class and did fine.As for the majority of your assignments, the class is half split between individual and group work. The individual work is mostly writing participation reports, in which you write 2 page explanations on 3 ways you participated in class. These can be as simple as answering the professor’s questions or making comment threads on the reading assignments. Some miscellaneous tasks include getting a certification in ethics of human research, discussing ethics sections in technical papers, and creating a comic strip (these can be AI generated, if that gives you an indicator of the difficulty of the class).The rest of the work is group work. I’d assume this class’s course content changes from year from year to reflect the changing landscape of the field of data science, but this should serve as a good survey of what you might expect. We worked on implementing and showcasing differential privacy via Python (very surface level, so don’t worry if you’re not good with stats or math), image recognition projects, and a deepfake project.All of the Python needed for these assignments can probably be done with CS32 experience. CS109a experience is a definitely enough. CS50 + some individual Python experience works as well.The only issue I have for this class is that sometimes the rubrics/instructions can be vague.  At times, instructions for what was or wasn’t allowed during group work projects were unclear, but this was such a minor setback that was quickly resolved by just asking the professors that it was essentially insignificant.You will pass this class. And in fact, I’d be surprised if anyone got lower than a B–. Most people probably ended up with A or A–. If you put in just a tiny bit of work, you will do just fine. Again, these professors are awesome at what they do and I am so grateful to have taken a class like this as an undergrad. One of the best classes I’ve taken at Harvard.",0.988,,0.0,,0.0,Critical Thinking in Data Science,APCOMP  221,Finale Doshi-Velez,2026 Spring,Full Term,,,,,,12037,No Consent,,,False,True,False,True,False,False,False,"This course examines the wide-ranging impact data science has on the world and how to think critically about issues of fairness, privacy, ethics, and bias while building algorithms and predictive models that get deployed in the form of products, policy and scientific research. Topics will include algorithmic accountability and discriminatory algorithms, black box algorithms, data privacy and security, ethical frameworks; and experimental and product design. We will work through case studies in a variety of contexts including media, tech and sharing economy platforms; medicine and public health; data science for social good, and politics. We will look at the underlying machine learning algorithms, statistical models, code and data. Threads of history, philosophy, business models and strategy; and regulatory and policy issues will be woven throughout the course.","This does not count as a technical or disciplinary course for SEAS PhD students, nor for SEAS masters-degree students outside of CSE and Data Science.",Faculty of Arts & Sciences,,,Applied Computation,Lecture,,FAS Letter Graded,,,,Science & Engineering & Applied Science
APCOMP 221,Critical Thinking in Data Science 001,Smith,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0999d7e67b34141bc309e0e368c48bb4ffaed51c016fc979cc9c5b7b6070e73e6a9fc8bf649394849ea1a3f4d5aa8b5f&ReportType=2&regl=en-US,FAS-207093-2252-1-1-001,FAS-207093-2252-1-1-001(Smith),207093,41,85,4.06,4.0,4.0,0.9782999065065412,4.72,5.0,5.0,0.5096047190685833,4.3,3.0,2.0,3.13,4.03,4.0,4.0,0.94,0.71948,0.8006500000000001,0.7263,0.2915895204640325,0.0,0.0,0.0,0.0,"*** Great class. Professor Smith and Garfinkel genuinely care for you to succeed as data scientists. You will write about 2 small papers (2 pages and then 5 pages if I recall correctly) at the beginning and the end of the course and a poster at the end of the year, in which you essentially predict the future of data science based on recent events in the news submitted by peers throughout the semester (one of the papers also shares this prompt).  You will make comments on readings before class, but these are quite manageable and do not take up much of your time. I did most of these a few hours before class and did fine.As for the majority of your assignments, the class is half split between individual and group work. The individual work is mostly writing participation reports, in which you write 2 page explanations on 3 ways you participated in class. These can be as simple as answering the professor’s questions or making comment threads on the reading assignments. Some miscellaneous tasks include getting a certification in ethics of human research, discussing ethics sections in technical papers, and creating a comic strip (these can be AI generated, if that gives you an indicator of the difficulty of the class).The rest of the work is group work. I’d assume this class’s course content changes from year from year to reflect the changing landscape of the field of data science, but this should serve as a good survey of what you might expect. We worked on implementing and showcasing differential privacy via Python (very surface level, so don’t worry if you’re not good with stats or math), image recognition projects, and a deepfake project.All of the Python needed for these assignments can probably be done with CS32 experience. CS109a experience is a definitely enough. CS50 + some individual Python experience works as well.The only issue I have for this class is that sometimes the rubrics/instructions can be vague.  At times, instructions for what was or wasn’t allowed during group work projects were unclear, but this was such a minor setback that was quickly resolved by just asking the professors that it was essentially insignificant.You will pass this class. And in fact, I’d be surprised if anyone got lower than a B–. Most people probably ended up with A or A–. If you put in just a tiny bit of work, you will do just fine. Again, these professors are awesome at what they do and I am so grateful to have taken a class like this as an undergrad. One of the best classes I’ve taken at Harvard.",0.988,,0.0,,0.0,Critical Thinking in Data Science,APCOMP  221,Finale Doshi-Velez,2026 Spring,Full Term,,,,,,12037,No Consent,,,False,True,False,True,False,False,False,"This course examines the wide-ranging impact data science has on the world and how to think critically about issues of fairness, privacy, ethics, and bias while building algorithms and predictive models that get deployed in the form of products, policy and scientific research. Topics will include algorithmic accountability and discriminatory algorithms, black box algorithms, data privacy and security, ethical frameworks; and experimental and product design. We will work through case studies in a variety of contexts including media, tech and sharing economy platforms; medicine and public health; data science for social good, and politics. We will look at the underlying machine learning algorithms, statistical models, code and data. Threads of history, philosophy, business models and strategy; and regulatory and policy issues will be woven throughout the course.","This does not count as a technical or disciplinary course for SEAS PhD students, nor for SEAS masters-degree students outside of CSE and Data Science.",Faculty of Arts & Sciences,,,Applied Computation,Lecture,,FAS Letter Graded,,,,Science & Engineering & Applied Science
